"time","M","wB"
0.162,1.00000000000000000e+00,7.78063218006119826e+01
0.164,1.00000000000000000e+00,7.87280544948831675e+01
0.166,1.00000000000000000e+00,7.96488659379193251e+01
0.168,1.00000000000000000e+00,8.05687568223303998e+01
0.17,1.00000000000000000e+00,8.14877281485944991e+01
0.172,1.00000000000000000e+00,8.24057809012709868e+01
0.174,1.00000000000000000e+00,8.33229159964761834e+01
0.176,1.00000000000000000e+00,8.42391343499603522e+01
0.178,1.00000000000000000e+00,8.51544368771712641e+01
0.18,1.00000000000000000e+00,8.60688244933180613e+01
0.182,1.00000000000000000e+00,8.69822981134349789e+01
0.184,1.00000000000000000e+00,8.78948586524449524e+01
0.186,1.00000000000000000e+00,8.88065070252235671e+01
0.188,1.00000000000000000e+00,8.97172441466625799e+01
0.19,1.00000000000000000e+00,9.06270709317338259e+01
0.192,1.00000000000000000e+00,9.15359882955528548e+01
0.194,1.00000000000000000e+00,9.24439971534427087e+01
0.196,1.00000000000000000e+00,9.33510984209976442e+01
0.198,1.00000000000000000e+00,9.42572930141468532e+01
0.2,1.00000000000000000e+00,9.51625818492182702e+01
0.202,1.00000000000000000e+00,9.60669658430022082e+01
0.204,1.00000000000000000e+00,9.69704459128151655e+01
0.206,1.00000000000000000e+00,9.78730229765635329e+01
0.208,1.00000000000000000e+00,9.87746979528073439e+01
0.21,1.00000000000000000e+00,9.96754717608240099e+01
0.212,1.00000000000000000e+00,1.00575345320672071e+02
0.214,1.00000000000000000e+00,1.01474319553254873e+02
0.216,1.00000000000000000e+00,1.02372395380384390e+02
0.218,1.00000000000000000e+00,1.03269573724844861e+02
0.22,1.00000000000000000e+00,1.04165855510456637e+02
0.222,1.00000000000000000e+00,1.05061241662139849e+02
0.224,1.00000000000000000e+00,1.05955731799893641e+02
0.226,1.00000000000000000e+00,1.06849326605125484e+02
0.228,1.00000000000000000e+00,1.07742028115178798e+02
0.23,1.00000000000000000e+00,1.08633837226725291e+02
0.232,1.00000000000000000e+00,1.09524754836777504e+02
0.234,1.00000000000000000e+00,1.10414781842751324e+02
0.236,1.00000000000000000e+00,1.11303919142528486e+02
0.238,1.00000000000000000e+00,1.12192167634518995e+02
0.24,1.00000000000000000e+00,1.13079528217723677e+02
0.242,1.00000000000000000e+00,1.13966001791796657e+02
0.244,1.00000000000000000e+00,1.14851589257107833e+02
0.246,1.00000000000000000e+00,1.15736291514805387e+02
0.248,1.00000000000000000e+00,1.16620109466878262e+02
0.25,1.00000000000000000e+00,1.17503044016218595e+02
0.252,1.00000000000000000e+00,1.18385096066684355e+02
0.254,1.00000000000000000e+00,1.19266266523161647e+02
0.256,1.00000000000000000e+00,1.20146556291627348e+02
0.258,1.00000000000000000e+00,1.21025966279211545e+02
0.26,1.00000000000000000e+00,1.21904497394259991e+02
0.262,1.00000000000000000e+00,1.22782150546396636e+02
0.264,1.00000000000000000e+00,1.23658926646586096e+02
0.266,1.00000000000000000e+00,1.24534826607196180e+02
0.268,1.00000000000000000e+00,1.25409851342060307e+02
0.27,1.00000000000000000e+00,1.26284001766540072e+02
0.272,1.00000000000000000e+00,1.27157278797587708e+02
0.274,1.00000000000000000e+00,1.28029683353808508e+02
0.276,1.00000000000000000e+00,1.28901216355523474e+02
0.278,1.00000000000000000e+00,1.29771878724831595e+02
0.28,1.00000000000000000e+00,1.30641670145818466e+02
0.282,1.00000000000000000e+00,1.31510589144532076e+02
0.284,1.00000000000000000e+00,1.32378639575943140e+02
0.286,1.00000000000000000e+00,1.33245822317880510e+02
0.288,1.00000000000000000e+00,1.34112138248258361e+02
0.29,1.00000000000000000e+00,1.34977588245107199e+02
0.292,1.00000000000000000e+00,1.35842173186604811e+02
0.294,1.00000000000000000e+00,1.36705893951107072e+02
0.296,1.00000000000000000e+00,1.37568751417178703e+02
0.298,1.00000000000000000e+00,1.38430746463624473e+02
0.3,1.00000000000000000e+00,1.39291879969519755e+02
0.302,1.00000000000000000e+00,1.40152152814241617e+02
0.304,1.00000000000000000e+00,1.41011565877499635e+02
0.306,1.00000000000000000e+00,1.41870120039366867e+02
0.308,1.00000000000000000e+00,1.42727816180310526e+02
0.31,1.00000000000000000e+00,1.43584655181223155e+02
0.312,1.00000000000000000e+00,1.44440637923453266e+02
0.314,1.00000000000000000e+00,1.45295765288836378e+02
0.316,1.00000000000000000e+00,1.46150038159725824e+02
0.318,1.00000000000000000e+00,1.47003457419023647e+02
0.32,1.00000000000000000e+00,1.47856023950211551e+02
0.322,1.00000000000000000e+00,1.48707738637381738e+02
0.324,1.00000000000000000e+00,1.49558602365267745e+02
0.326,1.00000000000000000e+00,1.50408616019275456e+02
0.328,1.00000000000000000e+00,1.51257780485513820e+02
0.33,1.00000000000000000e+00,1.52106096650825947e+02
0.332,1.00000000000000000e+00,1.52953565402819748e+02
0.334,1.00000000000000000e+00,1.53800187629899085e+02
0.336,1.00000000000000000e+00,1.54645964056098336e+02
0.338,1.00000000000000000e+00,1.55490891838495315e+02
0.34,1.00000000000000000e+00,1.56334975168190226e+02
0.342,1.00000000000000000e+00,1.57178214893259764e+02
0.344,1.00000000000000000e+00,1.58020611861002550e+02
0.346,1.00000000000000000e+00,1.58862166917940698e+02
0.348,1.00000000000000000e+00,1.59702880909820891e+02
0.35,1.00000000000000000e+00,1.60542754681616003e+02
0.352,1.00000000000000000e+00,1.61381789077526264e+02
0.354,1.00000000000000000e+00,1.62219984940980709e+02
0.356,1.00000000000000000e+00,1.63057343114638513e+02
0.358,1.00000000000000000e+00,1.63893864440390274e+02
0.36,1.00000000000000000e+00,1.64729549759359429e+02
0.362,1.00000000000000000e+00,1.65564399911903621e+02
0.364,1.00000000000000000e+00,1.66398415737616006e+02
0.366,1.00000000000000000e+00,1.67231598075326559e+02
0.368,1.00000000000000000e+00,1.68063947763103556e+02
0.37,1.00000000000000000e+00,1.68895465638254848e+02
0.372,1.00000000000000000e+00,1.69726152537329199e+02
0.374,1.00000000000000000e+00,1.70556009296117622e+02
0.376,1.00000000000000000e+00,1.71385036749654802e+02
0.378,1.00000000000000000e+00,1.72213235732220369e+02
0.38,1.00000000000000000e+00,1.73040607077340354e+02
0.382,1.00000000000000000e+00,1.73867151617788380e+02
0.384,1.00000000000000000e+00,1.74692870185587168e+02
0.386,1.00000000000000000e+00,1.75517763612009816e+02
0.388,1.00000000000000000e+00,1.76341832727581107e+02
0.39,1.00000000000000000e+00,1.77165078362078987e+02
0.392,1.00000000000000000e+00,1.77987501344535815e+02
0.394,1.00000000000000000e+00,1.78809101932738798e+02
0.396,1.00000000000000000e+00,1.79629881295442686e+02
0.398,1.00000000000000000e+00,1.80449840376938909e+02
0.4,1.00000000000000000e+00,1.81268979995298906e+02
0.402,1.00000000000000000e+00,1.82087300967545275e+02
0.404,1.00000000000000000e+00,1.82904804109647984e+02
0.406,1.00000000000000000e+00,1.83721490236520424e+02
0.408,1.00000000000000000e+00,1.84537360162015489e+02
0.41,1.00000000000000000e+00,1.85352414698921820e+02
0.412,1.00000000000000000e+00,1.86166654658959857e+02
0.414,1.00000000000000000e+00,1.86980080852777888e+02
0.416,1.00000000000000000e+00,1.87792694089948327e+02
0.418,1.00000000000000000e+00,1.88604495178963731e+02
0.42,1.00000000000000000e+00,1.89415484927232910e+02
0.422,1.00000000000000000e+00,1.90225664141077118e+02
0.424,1.00000000000000000e+00,1.91035033625726101e+02
0.426,1.00000000000000000e+00,1.91843594185314316e+02
0.428,1.00000000000000000e+00,1.92651346622876929e+02
0.43,1.00000000000000000e+00,1.93458291740345999e+02
0.432,1.00000000000000000e+00,1.94264430338546674e+02
0.434,1.00000000000000000e+00,1.95069763217193128e+02
0.436,1.00000000000000000e+00,1.95874291174884888e+02
0.438,1.00000000000000000e+00,1.96678015009102779e+02
0.44,1.00000000000000000e+00,1.97480935516205193e+02
0.442,1.00000000000000000e+00,1.98283053491424084e+02
0.444,1.00000000000000000e+00,1.99084369728861219e+02
0.446,1.00000000000000000e+00,1.99884885021484138e+02
0.448,1.00000000000000000e+00,2.00684600161122461e+02
0.45,1.00000000000000000e+00,2.01483516292595198e+02
0.452,1.00000000000000000e+00,2.02281634186386498e+02
0.454,1.00000000000000000e+00,2.03078954393654811e+02
0.456,1.00000000000000000e+00,2.03875477708685338e+02
0.458,1.00000000000000000e+00,2.04671204924880470e+02
0.46,1.00000000000000000e+00,2.05466136834760761e+02
0.462,1.00000000000000000e+00,2.06260274229965546e+02
0.464,1.00000000000000000e+00,2.07053617901253830e+02
0.466,1.00000000000000000e+00,2.07846168638504935e+02
0.468,1.00000000000000000e+00,2.08637927230719441e+02
0.47,1.00000000000000000e+00,2.09428894466019813e+02
0.472,1.00000000000000000e+00,2.10219071131651248e+02
0.474,1.00000000000000000e+00,2.11008458013982420e+02
0.476,1.00000000000000000e+00,2.11797055898506272e+02
0.478,1.00000000000000000e+00,2.12584865569840815e+02
0.48,1.00000000000000000e+00,2.13371887811729806e+02
0.482,1.00000000000000000e+00,2.14158123407043604e+02
0.484,1.00000000000000000e+00,2.14943573137780021e+02
0.486,1.00000000000000000e+00,2.15728237785064863e+02
0.488,1.00000000000000000e+00,2.16512118129152952e+02
0.49,1.00000000000000000e+00,2.17295214949428669e+02
0.492,1.00000000000000000e+00,2.18077529024406971e+02
0.494,1.00000000000000000e+00,2.18859061131733966e+02
0.496,1.00000000000000000e+00,2.19639812048187821e+02
0.498,1.00000000000000000e+00,2.20419782549679439e+02
0.5,1.00000000000000000e+00,2.21198973411253235e+02
0.502,1.00000000000000000e+00,2.21977385407088065e+02
0.504,1.00000000000000000e+00,2.22755019310497744e+02
0.506,1.00000000000000000e+00,2.23531876034402558e+02
0.508,1.00000000000000000e+00,2.24307956525046706e+02
0.51,1.00000000000000000e+00,2.25083261303730723e+02
0.512,1.00000000000000000e+00,2.25857791145084548e+02
0.514,1.00000000000000000e+00,2.26631546823063928e+02
0.516,1.00000000000000000e+00,2.27404529110954371e+02
0.518,1.00000000000000000e+00,2.28176738781375064e+02
0.52,1.00000000000000000e+00,2.28948176606282829e+02
0.522,1.00000000000000000e+00,2.29718843356976123e+02
0.524,1.00000000000000000e+00,2.30488739804098969e+02
0.526,1.00000000000000000e+00,2.31257866717644816e+02
0.528,1.00000000000000000e+00,2.32026224866960689e+02
0.53,1.00000000000000000e+00,2.32793815020750912e+02
0.532,1.00000000000000000e+00,2.33560637947081204e+02
0.534,1.00000000000000000e+00,2.34326694413382626e+02
0.536,1.00000000000000000e+00,2.35091985186455446e+02
0.538,1.00000000000000000e+00,2.35856511032473151e+02
0.54,1.00000000000000000e+00,2.36620272716986420e+02
0.542,1.00000000000000000e+00,2.37383271004926996e+02
0.544,1.00000000000000000e+00,2.38145506660611744e+02
0.546,1.00000000000000000e+00,2.38906980447746491e+02
0.548,1.00000000000000000e+00,2.39667693129430006e+02
0.55,1.00000000000000000e+00,2.40427645468158090e+02
0.552,1.00000000000000000e+00,2.41186838225827245e+02
0.554,1.00000000000000000e+00,2.41945272163738935e+02
0.556,1.00000000000000000e+00,2.42702948042603310e+02
0.558,1.00000000000000000e+00,2.43459866622543245e+02
0.56,1.00000000000000000e+00,2.44216028663098314e+02
0.562,1.00000000000000000e+00,2.44971434874373841e+02
0.564,1.00000000000000000e+00,2.45726085611852341e+02
0.566,1.00000000000000000e+00,2.46479982023480602e+02
0.568,1.00000000000000000e+00,2.47233124863348820e+02
0.57,1.00000000000000000e+00,2.47985514884935526e+02
0.572,1.00000000000000000e+00,2.48737152841112618e+02
0.574,1.00000000000000000e+00,2.49488039484150221e+02
0.576,1.00000000000000000e+00,2.50238175565721548e+02
0.578,1.00000000000000000e+00,2.50987561836907872e+02
0.58,1.00000000000000000e+00,2.51736199048203503e+02
0.582,1.00000000000000000e+00,2.52484087949520500e+02
0.584,1.00000000000000000e+00,2.53231229290193824e+02
0.586,1.00000000000000000e+00,2.53977623818985990e+02
0.588,1.00000000000000000e+00,2.54723272284092246e+02
0.59,1.00000000000000000e+00,2.55468175433145262e+02
0.592,1.00000000000000000e+00,2.56212334013220243e+02
0.594,1.00000000000000000e+00,2.56955748770839534e+02
0.596,1.00000000000000000e+00,2.57698420451977995e+02
0.598,1.00000000000000000e+00,2.58440349802067374e+02
0.6,1.00000000000000000e+00,2.59181537566001793e+02
0.602,1.00000000000000000e+00,2.59921984488142016e+02
0.604,1.00000000000000000e+00,2.60661691312321011e+02
0.606,1.00000000000000000e+00,2.61400658781848335e+02
0.608,1.00000000000000000e+00,2.62138887639515360e+02
0.61,1.00000000000000000e+00,2.62876378627600104e+02
0.612,1.00000000000000000e+00,2.63613132487872065e+02
0.614,1.00000000000000000e+00,2.64349149961597220e+02
0.616,1.00000000000000000e+00,2.65084431789542919e+02
0.618,1.00000000000000000e+00,2.65818978711982766e+02
0.62,1.00000000000000000e+00,2.66552791468701628e+02
0.622,1.00000000000000000e+00,2.67285870799000293e+02
0.624,1.00000000000000000e+00,2.68018217441700756e+02
0.626,1.00000000000000000e+00,2.68749832135150825e+02
0.628,1.00000000000000000e+00,2.69480715617229123e+02
0.63,1.00000000000000000e+00,2.70210868625350088e+02
0.632,1.00000000000000000e+00,2.70940291896468750e+02
0.634,1.00000000000000000e+00,2.71668986167085734e+02
0.636,1.00000000000000000e+00,2.72396952173252203e+02
0.638,1.00000000000000000e+00,2.73124190650574519e+02
0.64,1.00000000000000000e+00,2.73850702334219591e+02
0.642,1.00000000000000000e+00,2.74576487958919358e+02
0.644,1.00000000000000000e+00,2.75301548258975970e+02
0.646,1.00000000000000000e+00,2.76025883968266555e+02
0.648,1.00000000000000000e+00,2.76749495820248228e+02
0.65,1.00000000000000000e+00,2.77472384547962974e+02
0.652,1.00000000000000000e+00,2.78194549998985622e+02
0.654,1.00000000000000000e+00,2.78915992626617026e+02
0.656,1.00000000000000000e+00,2.79636714132567647e+02
0.658,1.00000000000000000e+00,2.80356715239152607e+02
0.66,1.00000000000000000e+00,2.81075996668084031e+02
0.662,1.00000000000000000e+00,2.81794559140474291e+02
0.664,1.00000000000000000e+00,2.82512403376839131e+02
0.666,1.00000000000000000e+00,2.83229530097101303e+02
0.668,1.00000000000000000e+00,2.83945940020593412e+02
0.67,1.00000000000000000e+00,2.84661633866061493e+02
0.672,1.00000000000000000e+00,2.85376612351668086e+02
0.674,1.00000000000000000e+00,2.86090876194995587e+02
0.676,1.00000000000000000e+00,2.86804426113049544e+02
0.678,1.00000000000000000e+00,2.87517262822261898e+02
0.68,1.00000000000000000e+00,2.88229387038494053e+02
0.682,1.00000000000000000e+00,2.88940799477040571e+02
0.684,1.00000000000000000e+00,2.89651500852632068e+02
0.686,1.00000000000000000e+00,2.90361491879438631e+02
0.688,1.00000000000000000e+00,2.91070773271072937e+02
0.69,1.00000000000000000e+00,2.91779345740593840e+02
0.692,1.00000000000000000e+00,2.92487210000509265e+02
0.694,1.00000000000000000e+00,2.93194366762779737e+02
0.696,1.00000000000000000e+00,2.93900816738821561e+02
0.698,1.00000000000000000e+00,2.94606560639510008e+02
0.7,1.00000000000000000e+00,2.95311599175182721e+02
0.702,1.00000000000000000e+00,2.96015933055642847e+02
0.704,1.00000000000000000e+00,2.96719562990162501e+02
0.706,1.00000000000000000e+00,2.97422489687485722e+02
0.708,1.00000000000000000e+00,2.98124713855832113e+02
0.71,1.00000000000000000e+00,2.98826236202899736e+02
0.712,1.00000000000000000e+00,2.99527057435868699e+02
0.714,1.00000000000000000e+00,3.00227178261404219e+02
0.716,1.00000000000000000e+00,3.00926599385659927e+02
0.718,1.00000000000000000e+00,3.01625321514281211e+02
0.72,1.00000000000000000e+00,3.02323345352408353e+02
0.722,1.00000000000000000e+00,3.03020671604679990e+02
0.724,1.00000000000000000e+00,3.03717300975236128e+02
0.726,1.00000000000000000e+00,3.04413234167721669e+02
0.728,1.00000000000000000e+00,3.05108471885289418e+02
0.73,1.00000000000000000e+00,3.05803014830603615e+02
0.732,1.00000000000000000e+00,3.06496863705842941e+02
0.734,1.00000000000000000e+00,3.07190019212703987e+02
0.736,1.00000000000000000e+00,3.07882482052404441e+02
0.738,1.00000000000000000e+00,3.08574252925686380e+02
0.74,1.00000000000000000e+00,3.09265332532819400e+02
0.742,1.00000000000000000e+00,3.09955720077165154e+02
0.744,1.00000000000000000e+00,3.10645417272585462e+02
0.746,1.00000000000000000e+00,3.11334425121042386e+02
0.748,1.00000000000000000e+00,3.12022744312734289e+02
0.75,1.00000000000000000e+00,3.12710375537200605e+02
0.752,1.00000000000000000e+00,3.13397319483322804e+02
0.754,1.00000000000000000e+00,3.14083576839325360e+02
0.756,1.00000000000000000e+00,3.14769148292777345e+02
0.758,1.00000000000000000e+00,3.15454034530593106e+02
0.76,1.00000000000000000e+00,3.16138236239033631e+02
0.762,1.00000000000000000e+00,3.16821754103707690e+02
0.764,1.00000000000000000e+00,3.17504588809572795e+02
0.766,1.00000000000000000e+00,3.18186741040936624e+02
0.768,1.00000000000000000e+00,3.18868211481457934e+02
0.77,1.00000000000000000e+00,3.19549000814147632e+02
0.772,1.00000000000000000e+00,3.20229109721370207e+02
0.774,1.00000000000000000e+00,3.20908538884844631e+02
0.776,1.00000000000000000e+00,3.21587288985645500e+02
0.778,1.00000000000000000e+00,3.22265360704204340e+02
0.78,1.00000000000000000e+00,3.22942754720310461e+02
0.782,1.00000000000000000e+00,3.23619471713112489e+02
0.784,1.00000000000000000e+00,3.24295512361119052e+02
0.786,1.00000000000000000e+00,3.24970877342200254e+02
0.788,1.00000000000000000e+00,3.25645567333588644e+02
0.79,1.00000000000000000e+00,3.26319583011880411e+02
0.792,1.00000000000000000e+00,3.26992925053036572e+02
0.794,1.00000000000000000e+00,3.27665594132383944e+02
0.796,1.00000000000000000e+00,3.28337590924616393e+02
0.798,1.00000000000000000e+00,3.29008916103796025e+02
0.8,1.00000000000000000e+00,3.29679570343354214e+02
0.802,1.00000000000000000e+00,3.30349554316092735e+02
0.804,1.00000000000000000e+00,3.31018868694184960e+02
0.806,1.00000000000000000e+00,3.31687514149177048e+02
0.808,1.00000000000000000e+00,3.32355491351988860e+02
0.81,1.00000000000000000e+00,3.33022800972915377e+02
0.812,1.00000000000000000e+00,3.33689443681627608e+02
0.814,1.00000000000000000e+00,3.34355420147173902e+02
0.816,1.00000000000000000e+00,3.35020731037980852e+02
0.818,1.00000000000000000e+00,3.35685377021854777e+02
0.82,1.00000000000000000e+00,3.36349358765982402e+02
0.822,1.00000000000000000e+00,3.37012676936932507e+02
0.824,1.00000000000000000e+00,3.37675332200656669e+02
0.826,1.00000000000000000e+00,3.38337325222490506e+02
0.828,1.00000000000000000e+00,3.38998656667154876e+02
0.83,1.00000000000000000e+00,3.39659327081267520e+02
0.832,1.00000000000000000e+00,3.40319336672239388e+02
0.834,1.00000000000000000e+00,3.40978686612522665e+02
0.836,1.00000000000000000e+00,3.41637377561416713e+02
0.838,1.00000000000000000e+00,3.42295410177536723e+02
0.84,1.00000000000000000e+00,3.42952785118814631e+02
0.842,1.00000000000000000e+00,3.43609503042498829e+02
0.844,1.00000000000000000e+00,3.44265564605155134e+02
0.846,1.00000000000000000e+00,3.44920970462666503e+02
0.848,1.00000000000000000e+00,3.45575721270233771e+02
0.85,1.00000000000000000e+00,3.46229817682375767e+02
0.852,1.00000000000000000e+00,3.46883260352929653e+02
0.854,1.00000000000000000e+00,3.47536049935051324e+02
0.856,1.00000000000000000e+00,3.48188187081215631e+02
0.858,1.00000000000000000e+00,3.48839672443216784e+02
0.86,1.00000000000000000e+00,3.49490506672168578e+02
0.862,1.00000000000000000e+00,3.50140690418504846e+02
0.864,1.00000000000000000e+00,3.50790224331979630e+02
0.866,1.00000000000000000e+00,3.51439109061667523e+02
0.868,1.00000000000000000e+00,3.52087345255964124e+02
0.87,1.00000000000000000e+00,3.52734933562586207e+02
0.872,1.00000000000000000e+00,3.53381874628572064e+02
0.874,1.00000000000000000e+00,3.54028169100281843e+02
0.876,1.00000000000000000e+00,3.54673817623398008e+02
0.878,1.00000000000000000e+00,3.55318820842925334e+02
0.88,1.00000000000000000e+00,3.55963179403191475e+02
0.882,1.00000000000000000e+00,3.56606893947847368e+02
0.884,1.00000000000000000e+00,3.57249965119867227e+02
0.886,1.00000000000000000e+00,3.57892393561549113e+02
0.888,1.00000000000000000e+00,3.58534179914515107e+02
0.89,1.00000000000000000e+00,3.59175324819711761e+02
0.892,1.00000000000000000e+00,3.59815828917410386e+02
0.894,1.00000000000000000e+00,3.60455692847207274e+02
0.896,1.00000000000000000e+00,3.61094917248024160e+02
0.898,1.00000000000000000e+00,3.61733502758108273e+02
0.9,1.00000000000000000e+00,3.62371450015033076e+02
0.902,1.00000000000000000e+00,3.63008759655698270e+02
0.904,1.00000000000000000e+00,3.63645432316330073e+02
0.906,1.00000000000000000e+00,3.64281468632481790e+02
0.908,1.00000000000000000e+00,3.64916869239034042e+02
0.91,1.00000000000000000e+00,3.65551634770194823e+02
0.912,1.00000000000000000e+00,3.66185765859500293e+02
0.914,1.00000000000000000e+00,3.66819263139814666e+02
0.916,1.00000000000000000e+00,3.67452127243330779e+02
0.918,1.00000000000000000e+00,3.68084358801570318e+02
0.92,1.00000000000000000e+00,3.68715959220342484e+02
0.922,1.00000000000000000e+00,3.69346929090651486e+02
0.924,1.00000000000000000e+00,3.69977268398373724e+02
0.926,1.00000000000000000e+00,3.70606977773826429e+02
0.928,1.00000000000000000e+00,3.71236057846631695e+02
0.93,1.00000000000000000e+00,3.71864509245716533e+02
0.932,1.00000000000000000e+00,3.72492332599312988e+02
0.934,1.00000000000000000e+00,3.73119528534958022e+02
0.936,1.00000000000000000e+00,3.73746097679493573e+02
0.938,1.00000000000000000e+00,3.74372040659066499e+02
0.94,1.00000000000000000e+00,3.74997358099128633e+02
0.942,1.00000000000000000e+00,3.75622050624436781e+02
0.944,1.00000000000000000e+00,3.76246118859052729e+02
0.946,1.00000000000000000e+00,3.76869563426343177e+02
0.948,1.00000000000000000e+00,3.77492384948979804e+02
0.95,1.00000000000000000e+00,3.78114584048939150e+02
0.952,1.00000000000000000e+00,3.78736161347502957e+02
0.954,1.00000000000000000e+00,3.79357117465257602e+02
0.956,1.00000000000000000e+00,3.79977453022094664e+02
0.958,1.00000000000000000e+00,3.80597168637210643e+02
0.96,1.00000000000000000e+00,3.81216264929106842e+02
0.962,1.00000000000000000e+00,3.81834742515589653e+02
0.964,1.00000000000000000e+00,3.82452602013770445e+02
0.966,1.00000000000000000e+00,3.83069844040065504e+02
0.968,1.00000000000000000e+00,3.83686469210196037e+02
0.97,1.00000000000000000e+00,3.84302478139188281e+02
0.972,1.00000000000000000e+00,3.84917871441373336e+02
0.974,1.00000000000000000e+00,3.85532649730387334e+02
0.976,1.00000000000000000e+00,3.86146813619171382e+02
0.978,1.00000000000000000e+00,3.86760363719971394e+02
0.98,1.00000000000000000e+00,3.87373300644338485e+02
0.982,1.00000000000000000e+00,3.87985625003128519e+02
0.984,1.00000000000000000e+00,3.88597337406502390e+02
0.986,1.00000000000000000e+00,3.89208438463925972e+02
0.988,1.00000000000000000e+00,3.89818928784170112e+02
0.99,1.00000000000000000e+00,3.90428808975310460e+02
0.992,1.00000000000000000e+00,3.91038079644727873e+02
0.994,1.00000000000000000e+00,3.91646741399107952e+02
0.996,1.00000000000000000e+00,3.92254794844441335e+02
