"time","M","wB"
0.122,1.00000000000000000e+00,5.91767723267700987e+01
0.123,1.00000000000000000e+00,5.96470665002620777e+01
0.124,1.00000000000000000e+00,6.01171255889098219e+01
0.125,1.00000000000000000e+00,6.05869497003092192e+01
0.126,1.00000000000000000e+00,6.10565389517915662e+01
0.127,1.00000000000000000e+00,6.15258934606439851e+01
0.128,1.00000000000000000e+00,6.19950133441099851e+01
0.129,1.00000000000000000e+00,6.24638987193900945e+01
0.13,1.00000000000000000e+00,6.29325497036423727e+01
0.131,1.00000000000000000e+00,6.34009664139830349e+01
0.132,1.00000000000000000e+00,6.38691489674870283e+01
0.133,1.00000000000000000e+00,6.43370974811885787e+01
0.134,1.00000000000000000e+00,6.48048120720818304e+01
0.135,1.00000000000000000e+00,6.52722928571213430e+01
0.136,1.00000000000000000e+00,6.57395399532227316e+01
0.137,1.00000000000000000e+00,6.62065534772632418e+01
0.138,1.00000000000000000e+00,6.66733335460823042e+01
0.139,1.00000000000000000e+00,6.71398802764821170e+01
0.14,1.00000000000000000e+00,6.76061937852282711e+01
0.141,1.00000000000000000e+00,6.80722741890502476e+01
0.142,1.00000000000000000e+00,6.85381216046420576e+01
0.143,1.00000000000000000e+00,6.90037361486628242e+01
0.144,1.00000000000000000e+00,6.94691179377373089e+01
0.145,1.00000000000000000e+00,6.99342670883809774e+01
0.146,1.00000000000000000e+00,7.03991837171797243e+01
0.147,1.00000000000000000e+00,7.08638679406846421e+01
0.148,1.00000000000000000e+00,7.13283198753869812e+01
0.149,1.00000000000000000e+00,7.17925396377465290e+01
0.15,1.00000000000000000e+00,7.22565273441921079e+01
0.151,1.00000000000000000e+00,7.27202831111221570e+01
0.152,1.00000000000000000e+00,7.31838070549053157e+01
0.153,1.00000000000000000e+00,7.36470992918810339e+01
0.154,1.00000000000000000e+00,7.41101599383600700e+01
0.155,1.00000000000000000e+00,7.45729891106251728e+01
0.156,1.00000000000000000e+00,7.50355869249315504e+01
0.157,1.00000000000000000e+00,7.54979534975075524e+01
0.158,1.00000000000000000e+00,7.59600889445551388e+01
0.159,1.00000000000000000e+00,7.64219933822505766e+01
0.16,1.00000000000000000e+00,7.68836669267448940e+01
0.161,1.00000000000000000e+00,7.73451096941645488e+01
0.162,1.00000000000000000e+00,7.78063218006119826e+01
0.163,1.00000000000000000e+00,7.82673033621661460e+01
0.164,1.00000000000000000e+00,7.87280544948831675e+01
0.165,1.00000000000000000e+00,7.91885753147968643e+01
0.166,1.00000000000000000e+00,7.96488659379193251e+01
0.167,1.00000000000000000e+00,8.01089264077008067e+01
0.168,1.00000000000000000e+00,8.05687568223303998e+01
0.169,1.00000000000000000e+00,8.10283573644342283e+01
0.17,1.00000000000000000e+00,8.14877281485944991e+01
0.171,1.00000000000000000e+00,8.19468692893645994e+01
0.172,1.00000000000000000e+00,8.24057809012709868e+01
0.173,1.00000000000000000e+00,8.28644630988152642e+01
0.174,1.00000000000000000e+00,8.33229159964761834e+01
0.175,1.00000000000000000e+00,8.37811397087115779e+01
0.176,1.00000000000000000e+00,8.42391343499603522e+01
0.177,1.00000000000000000e+00,8.46969000346445284e+01
0.178,1.00000000000000000e+00,8.51544368771712641e+01
0.179,1.00000000000000000e+00,8.56117449919346853e+01
0.18,1.00000000000000000e+00,8.60688244933180613e+01
0.181,1.00000000000000000e+00,8.65256754956957082e+01
0.182,1.00000000000000000e+00,8.69822981134349789e+01
0.183,1.00000000000000000e+00,8.74386924608982383e+01
0.184,1.00000000000000000e+00,8.78948586524449524e+01
0.185,1.00000000000000000e+00,8.83507968024335639e+01
0.186,1.00000000000000000e+00,8.88065070252235671e+01
0.187,1.00000000000000000e+00,8.92619894351773979e+01
0.188,1.00000000000000000e+00,8.97172441466625799e+01
0.189,1.00000000000000000e+00,9.01722712740535712e+01
0.19,1.00000000000000000e+00,9.06270709317338259e+01
0.191,1.00000000000000000e+00,9.10816432340977826e+01
0.192,1.00000000000000000e+00,9.15359882955528548e+01
0.193,1.00000000000000000e+00,9.19901062305213912e+01
0.194,1.00000000000000000e+00,9.24439971534427087e+01
0.195,1.00000000000000000e+00,9.28976611787750670e+01
0.196,1.00000000000000000e+00,9.33510984209976442e+01
0.197,1.00000000000000000e+00,9.38043089946125548e+01
0.198,1.00000000000000000e+00,9.42572930141468532e+01
0.199,1.00000000000000000e+00,9.47100505941544810e+01
0.2,1.00000000000000000e+00,9.51625818492182702e+01
0.201,1.00000000000000000e+00,9.56148868939519758e+01
0.202,1.00000000000000000e+00,9.60669658430022082e+01
0.203,1.00000000000000000e+00,9.65188188110504797e+01
0.204,1.00000000000000000e+00,9.69704459128151655e+01
0.205,1.00000000000000000e+00,9.74218472630534791e+01
0.206,1.00000000000000000e+00,9.78730229765635329e+01
0.207,1.00000000000000000e+00,9.83239731681862281e+01
0.208,1.00000000000000000e+00,9.87746979528073439e+01
0.209,1.00000000000000000e+00,9.92251974453594840e+01
0.21,1.00000000000000000e+00,9.96754717608240099e+01
0.211,1.00000000000000000e+00,1.00125521014233215e+02
0.212,1.00000000000000000e+00,1.00575345320672071e+02
0.213,1.00000000000000000e+00,1.01024944795280433e+02
0.214,1.00000000000000000e+00,1.01474319553254873e+02
0.215,1.00000000000000000e+00,1.01923469709850806e+02
0.216,1.00000000000000000e+00,1.02372395380384390e+02
0.217,1.00000000000000000e+00,1.02821096680234518e+02
0.218,1.00000000000000000e+00,1.03269573724844861e+02
0.219,1.00000000000000000e+00,1.03717826629725849e+02
0.22,1.00000000000000000e+00,1.04165855510456637e+02
0.221,1.00000000000000000e+00,1.04613660482687109e+02
0.222,1.00000000000000000e+00,1.05061241662139849e+02
0.223,1.00000000000000000e+00,1.05508599131453678e+02
0.224,1.00000000000000000e+00,1.05955731799893641e+02
0.225,1.00000000000000000e+00,1.06402640920437250e+02
0.226,1.00000000000000000e+00,1.06849326605125484e+02
0.227,1.00000000000000000e+00,1.07295788966014726e+02
0.228,1.00000000000000000e+00,1.07742028115178798e+02
0.229,1.00000000000000000e+00,1.08188044164710831e+02
0.23,1.00000000000000000e+00,1.08633837226725291e+02
0.231,1.00000000000000000e+00,1.09079407413359860e+02
0.232,1.00000000000000000e+00,1.09524754836777504e+02
0.233,1.00000000000000000e+00,1.09969879609168260e+02
0.234,1.00000000000000000e+00,1.10414781842751324e+02
0.235,1.00000000000000000e+00,1.10859461649776975e+02
0.236,1.00000000000000000e+00,1.11303919142528486e+02
0.237,1.00000000000000000e+00,1.11748154433324089e+02
0.238,1.00000000000000000e+00,1.12192167634518995e+02
0.239,1.00000000000000000e+00,1.12635958858507223e+02
0.24,1.00000000000000000e+00,1.13079528217723677e+02
0.241,1.00000000000000000e+00,1.13522875824646007e+02
0.242,1.00000000000000000e+00,1.13966001791796657e+02
0.243,1.00000000000000000e+00,1.14408906231744680e+02
0.244,1.00000000000000000e+00,1.14851589257107833e+02
0.245,1.00000000000000000e+00,1.15294050980554445e+02
0.246,1.00000000000000000e+00,1.15736291514805387e+02
0.247,1.00000000000000000e+00,1.16178310972636055e+02
0.248,1.00000000000000000e+00,1.16620109466878262e+02
0.249,1.00000000000000000e+00,1.17061687110422241e+02
0.25,1.00000000000000000e+00,1.17503044016218595e+02
0.251,1.00000000000000000e+00,1.17944180297280241e+02
0.252,1.00000000000000000e+00,1.18385096066684355e+02
0.253,1.00000000000000000e+00,1.18825791437574296e+02
0.254,1.00000000000000000e+00,1.19266266523161647e+02
0.255,1.00000000000000000e+00,1.19706521436728082e+02
0.256,1.00000000000000000e+00,1.20146556291627348e+02
0.257,1.00000000000000000e+00,1.20586371201287250e+02
0.258,1.00000000000000000e+00,1.21025966279211545e+02
0.259,1.00000000000000000e+00,1.21465341638981926e+02
0.26,1.00000000000000000e+00,1.21904497394259991e+02
0.261,1.00000000000000000e+00,1.22343433658789152e+02
0.262,1.00000000000000000e+00,1.22782150546396636e+02
0.263,1.00000000000000000e+00,1.23220648170995389e+02
0.264,1.00000000000000000e+00,1.23658926646586096e+02
0.265,1.00000000000000000e+00,1.24096986087259054e+02
0.266,1.00000000000000000e+00,1.24534826607196180e+02
0.267,1.00000000000000000e+00,1.24972448320672939e+02
0.268,1.00000000000000000e+00,1.25409851342060307e+02
0.269,1.00000000000000000e+00,1.25847035785826733e+02
0.27,1.00000000000000000e+00,1.26284001766540072e+02
0.271,1.00000000000000000e+00,1.26720749398869557e+02
0.272,1.00000000000000000e+00,1.27157278797587708e+02
0.273,1.00000000000000000e+00,1.27593590077572344e+02
0.274,1.00000000000000000e+00,1.28029683353808508e+02
0.275,1.00000000000000000e+00,1.28465558741390424e+02
0.276,1.00000000000000000e+00,1.28901216355523474e+02
0.277,1.00000000000000000e+00,1.29336656311526013e+02
0.278,1.00000000000000000e+00,1.29771878724831595e+02
0.279,1.00000000000000000e+00,1.30206883710990638e+02
0.28,1.00000000000000000e+00,1.30641670145818466e+02
0.281,1.00000000000000000e+00,1.31076238270949887e+02
0.282,1.00000000000000000e+00,1.31510589144532076e+02
0.283,1.00000000000000000e+00,1.31944722876287756e+02
0.284,1.00000000000000000e+00,1.32378639575943140e+02
0.285,1.00000000000000000e+00,1.32812339353228765e+02
0.286,1.00000000000000000e+00,1.33245822317880510e+02
0.287,1.00000000000000000e+00,1.33679088579640535e+02
0.288,1.00000000000000000e+00,1.34112138248258361e+02
0.289,1.00000000000000000e+00,1.34544971433491611e+02
0.29,1.00000000000000000e+00,1.34977588245107199e+02
0.291,1.00000000000000000e+00,1.35409988792882189e+02
0.292,1.00000000000000000e+00,1.35842173186604811e+02
0.293,1.00000000000000000e+00,1.36274141536075319e+02
0.294,1.00000000000000000e+00,1.36705893951107072e+02
0.295,1.00000000000000000e+00,1.37137430541527408e+02
0.296,1.00000000000000000e+00,1.37568751417178703e+02
0.297,1.00000000000000000e+00,1.37999856687919333e+02
0.298,1.00000000000000000e+00,1.38430746463624473e+02
0.299,1.00000000000000000e+00,1.38861420854187287e+02
0.3,1.00000000000000000e+00,1.39291879969519755e+02
0.301,1.00000000000000000e+00,1.39722123919553667e+02
0.302,1.00000000000000000e+00,1.40152152814241617e+02
0.303,1.00000000000000000e+00,1.40581966763557915e+02
0.304,1.00000000000000000e+00,1.41011565877499635e+02
0.305,1.00000000000000000e+00,1.41440950266087498e+02
0.306,1.00000000000000000e+00,1.41870120039366867e+02
0.307,1.00000000000000000e+00,1.42299075307408685e+02
0.308,1.00000000000000000e+00,1.42727816180310526e+02
0.309,1.00000000000000000e+00,1.43156342768197504e+02
0.31,1.00000000000000000e+00,1.43584655181223155e+02
0.311,1.00000000000000000e+00,1.44012753529570602e+02
0.312,1.00000000000000000e+00,1.44440637923453266e+02
0.313,1.00000000000000000e+00,1.44868308473116116e+02
0.314,1.00000000000000000e+00,1.45295765288836378e+02
0.315,1.00000000000000000e+00,1.45723008480924648e+02
0.316,1.00000000000000000e+00,1.46150038159725824e+02
0.317,1.00000000000000000e+00,1.46576854435620021e+02
0.318,1.00000000000000000e+00,1.47003457419023647e+02
0.319,1.00000000000000000e+00,1.47429847220390258e+02
0.32,1.00000000000000000e+00,1.47856023950211551e+02
0.321,1.00000000000000000e+00,1.48281987719018417e+02
0.322,1.00000000000000000e+00,1.48707738637381738e+02
0.323,1.00000000000000000e+00,1.49133276815913518e+02
0.324,1.00000000000000000e+00,1.49558602365267745e+02
0.325,1.00000000000000000e+00,1.49983715396141406e+02
0.326,1.00000000000000000e+00,1.50408616019275456e+02
0.327,1.00000000000000000e+00,1.50833304345455673e+02
0.328,1.00000000000000000e+00,1.51257780485513820e+02
0.329,1.00000000000000000e+00,1.51682044550328442e+02
0.33,1.00000000000000000e+00,1.52106096650825947e+02
0.331,1.00000000000000000e+00,1.52529936897981401e+02
0.332,1.00000000000000000e+00,1.52953565402819748e+02
0.333,1.00000000000000000e+00,1.53376982276416555e+02
0.334,1.00000000000000000e+00,1.53800187629899085e+02
0.335,1.00000000000000000e+00,1.54223181574447210e+02
0.336,1.00000000000000000e+00,1.54645964056098336e+02
0.337,1.00000000000000000e+00,1.55068533556919789e+02
0.338,1.00000000000000000e+00,1.55490891838495315e+02
0.339,1.00000000000000000e+00,1.55913039006907496e+02
0.34,1.00000000000000000e+00,1.56334975168190226e+02
0.341,1.00000000000000000e+00,1.56756700428328770e+02
0.342,1.00000000000000000e+00,1.57178214893259764e+02
0.343,1.00000000000000000e+00,1.57599518668871184e+02
0.344,1.00000000000000000e+00,1.58020611861002550e+02
0.345,1.00000000000000000e+00,1.58441494575444892e+02
0.346,1.00000000000000000e+00,1.58862166917940698e+02
0.347,1.00000000000000000e+00,1.59282628994184108e+02
0.348,1.00000000000000000e+00,1.59702880909820891e+02
0.349,1.00000000000000000e+00,1.60122922770448469e+02
0.35,1.00000000000000000e+00,1.60542754681616003e+02
0.351,1.00000000000000000e+00,1.60962376748824369e+02
0.352,1.00000000000000000e+00,1.61381789077526264e+02
0.353,1.00000000000000000e+00,1.61800991773126242e+02
0.354,1.00000000000000000e+00,1.62219984940980709e+02
0.355,1.00000000000000000e+00,1.62638768686398038e+02
0.356,1.00000000000000000e+00,1.63057343114638513e+02
0.357,1.00000000000000000e+00,1.63475708330914472e+02
0.358,1.00000000000000000e+00,1.63893864440390274e+02
0.359,1.00000000000000000e+00,1.64311811548182391e+02
0.36,1.00000000000000000e+00,1.64729549759359429e+02
0.361,1.00000000000000000e+00,1.65147079178942192e+02
0.362,1.00000000000000000e+00,1.65564399911903621e+02
0.363,1.00000000000000000e+00,1.65981512063169049e+02
0.364,1.00000000000000000e+00,1.66398415737616006e+02
0.365,1.00000000000000000e+00,1.66815111040074385e+02
0.366,1.00000000000000000e+00,1.67231598075326559e+02
0.367,1.00000000000000000e+00,1.67647876948107211e+02
0.368,1.00000000000000000e+00,1.68063947763103556e+02
0.369,1.00000000000000000e+00,1.68479810624955348e+02
0.37,1.00000000000000000e+00,1.68895465638254848e+02
0.371,1.00000000000000000e+00,1.69310912907546964e+02
0.372,1.00000000000000000e+00,1.69726152537329199e+02
0.373,1.00000000000000000e+00,1.70141184632051761e+02
0.374,1.00000000000000000e+00,1.70556009296117622e+02
0.375,1.00000000000000000e+00,1.70970626633882461e+02
0.376,1.00000000000000000e+00,1.71385036749654802e+02
0.377,1.00000000000000000e+00,1.71799239747696021e+02
0.378,1.00000000000000000e+00,1.72213235732220369e+02
0.379,1.00000000000000000e+00,1.72627024807395088e+02
0.38,1.00000000000000000e+00,1.73040607077340354e+02
0.381,1.00000000000000000e+00,1.73453982646129361e+02
0.382,1.00000000000000000e+00,1.73867151617788380e+02
0.383,1.00000000000000000e+00,1.74280114096296813e+02
0.384,1.00000000000000000e+00,1.74692870185587168e+02
0.385,1.00000000000000000e+00,1.75105419989545169e+02
0.386,1.00000000000000000e+00,1.75517763612009816e+02
0.387,1.00000000000000000e+00,1.75929901156773269e+02
0.388,1.00000000000000000e+00,1.76341832727581107e+02
0.389,1.00000000000000000e+00,1.76753558428132266e+02
0.39,1.00000000000000000e+00,1.77165078362078987e+02
0.391,1.00000000000000000e+00,1.77576392633027098e+02
0.392,1.00000000000000000e+00,1.77987501344535815e+02
0.393,1.00000000000000000e+00,1.78398404390000820e+02
0.394,1.00000000000000000e+00,1.78809101932738798e+02
0.395,1.00000000000000000e+00,1.79219594200412018e+02
0.396,1.00000000000000000e+00,1.79629881295442686e+02
0.397,1.00000000000000000e+00,1.80039963320187752e+02
0.398,1.00000000000000000e+00,1.80449840376938909e+02
0.399,1.00000000000000000e+00,1.80859512567922394e+02
0.4,1.00000000000000000e+00,1.81268979995298906e+02
0.401,1.00000000000000000e+00,1.81678242761163460e+02
0.402,1.00000000000000000e+00,1.82087300967545275e+02
0.403,1.00000000000000000e+00,1.82496154716407688e+02
0.404,1.00000000000000000e+00,1.82904804109647984e+02
0.405,1.00000000000000000e+00,1.83313249249097282e+02
0.406,1.00000000000000000e+00,1.83721490236520424e+02
0.407,1.00000000000000000e+00,1.84129527173615827e+02
0.408,1.00000000000000000e+00,1.84537360162015489e+02
0.409,1.00000000000000000e+00,1.84944989303284643e+02
0.41,1.00000000000000000e+00,1.85352414698921820e+02
0.411,1.00000000000000000e+00,1.85759636450358670e+02
0.412,1.00000000000000000e+00,1.86166654658959857e+02
0.413,1.00000000000000000e+00,1.86573469426022825e+02
0.414,1.00000000000000000e+00,1.86980080852777888e+02
0.415,1.00000000000000000e+00,1.87386489040387914e+02
0.416,1.00000000000000000e+00,1.87792694089948327e+02
0.417,1.00000000000000000e+00,1.88198696102486934e+02
0.418,1.00000000000000000e+00,1.88604495178963731e+02
0.419,1.00000000000000000e+00,1.89010091420270982e+02
0.42,1.00000000000000000e+00,1.89415484927232910e+02
0.421,1.00000000000000000e+00,1.89820675800605642e+02
0.422,1.00000000000000000e+00,1.90225664141077118e+02
0.423,1.00000000000000000e+00,1.90630450049266898e+02
0.424,1.00000000000000000e+00,1.91035033625726101e+02
0.425,1.00000000000000000e+00,1.91439414970937293e+02
0.426,1.00000000000000000e+00,1.91843594185314316e+02
0.427,1.00000000000000000e+00,1.92247571369202177e+02
0.428,1.00000000000000000e+00,1.92651346622876929e+02
0.429,1.00000000000000000e+00,1.93054920046545590e+02
0.43,1.00000000000000000e+00,1.93458291740345999e+02
0.431,1.00000000000000000e+00,1.93861461804346675e+02
0.432,1.00000000000000000e+00,1.94264430338546674e+02
0.433,1.00000000000000000e+00,1.94667197442875533e+02
0.434,1.00000000000000000e+00,1.95069763217193128e+02
0.435,1.00000000000000000e+00,1.95472127761289528e+02
0.436,1.00000000000000000e+00,1.95874291174884888e+02
0.437,1.00000000000000000e+00,1.96276253557629303e+02
0.438,1.00000000000000000e+00,1.96678015009102779e+02
0.439,1.00000000000000000e+00,1.97079575628814979e+02
0.44,1.00000000000000000e+00,1.97480935516205193e+02
0.441,1.00000000000000000e+00,1.97882094770642198e+02
0.442,1.00000000000000000e+00,1.98283053491424084e+02
0.443,1.00000000000000000e+00,1.98683811777778288e+02
0.444,1.00000000000000000e+00,1.99084369728861219e+02
0.445,1.00000000000000000e+00,1.99484727443758402e+02
0.446,1.00000000000000000e+00,1.99884885021484138e+02
0.447,1.00000000000000000e+00,2.00284842560981588e+02
0.448,1.00000000000000000e+00,2.00684600161122461e+02
0.449,1.00000000000000000e+00,2.01084157964797782e+02
0.45,1.00000000000000000e+00,2.01483516292595198e+02
0.451,1.00000000000000000e+00,2.01882674999983550e+02
0.452,1.00000000000000000e+00,2.02281634186386498e+02
0.453,1.00000000000000000e+00,2.02680393951172505e+02
0.454,1.00000000000000000e+00,2.03078954393654811e+02
0.455,1.00000000000000000e+00,2.03477315613091463e+02
0.456,1.00000000000000000e+00,2.03875477708685338e+02
0.457,1.00000000000000000e+00,2.04273440779584121e+02
0.458,1.00000000000000000e+00,2.04671204924880470e+02
0.459,1.00000000000000000e+00,2.05068770243611880e+02
0.46,1.00000000000000000e+00,2.05466136834760761e+02
0.461,1.00000000000000000e+00,2.05863304797254528e+02
0.462,1.00000000000000000e+00,2.06260274229965546e+02
0.463,1.00000000000000000e+00,2.06657045231711180e+02
0.464,1.00000000000000000e+00,2.07053617901253830e+02
0.465,1.00000000000000000e+00,2.07449992337300898e+02
0.466,1.00000000000000000e+00,2.07846168638504935e+02
0.467,1.00000000000000000e+00,2.08242146903463549e+02
0.468,1.00000000000000000e+00,2.08637927230719441e+02
0.469,1.00000000000000000e+00,2.09033509718760513e+02
0.47,1.00000000000000000e+00,2.09428894466019813e+02
0.471,1.00000000000000000e+00,2.09824081570875563e+02
0.472,1.00000000000000000e+00,2.10219071131651248e+02
0.473,1.00000000000000000e+00,2.10613863246615523e+02
0.474,1.00000000000000000e+00,2.11008458013982420e+02
0.475,1.00000000000000000e+00,2.11402855531911143e+02
0.476,1.00000000000000000e+00,2.11797055898506272e+02
0.477,1.00000000000000000e+00,2.12191059211817731e+02
0.478,1.00000000000000000e+00,2.12584865569840815e+02
0.479,1.00000000000000000e+00,2.12978475070516140e+02
0.48,1.00000000000000000e+00,2.13371887811729806e+02
0.481,1.00000000000000000e+00,2.13765103891313288e+02
0.482,1.00000000000000000e+00,2.14158123407043604e+02
0.483,1.00000000000000000e+00,2.14550946456643203e+02
0.484,1.00000000000000000e+00,2.14943573137780021e+02
0.485,1.00000000000000000e+00,2.15336003548067566e+02
0.486,1.00000000000000000e+00,2.15728237785064863e+02
0.487,1.00000000000000000e+00,2.16120275946276593e+02
0.488,1.00000000000000000e+00,2.16512118129152952e+02
0.489,1.00000000000000000e+00,2.16903764431089797e+02
0.49,1.00000000000000000e+00,2.17295214949428669e+02
0.491,1.00000000000000000e+00,2.17686469781456765e+02
0.492,1.00000000000000000e+00,2.18077529024406971e+02
0.493,1.00000000000000000e+00,2.18468392775457914e+02
0.494,1.00000000000000000e+00,2.18859061131733966e+02
0.495,1.00000000000000000e+00,2.19249534190305297e+02
0.496,1.00000000000000000e+00,2.19639812048187821e+02
0.497,1.00000000000000000e+00,2.20029894802343335e+02
0.498,1.00000000000000000e+00,2.20419782549679439e+02
